STATION CODE,LOCATIONS,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max
1250,TAPI AT HATHNUR M.P.,MADHYA PRADESH,18,30.2,26,5.2,7.4,6.8,8,8.7,8.3,486,1364,817,0.8,3.2,2.1,1.2,46.29,10.4,4,9,7,300,900,510
2115,RIVER TAPTI AT NEPA NAGAR 100 METRE D/S��AFTER MIXING PANDHAR NALLA,MADHYA PRADESH,18,30,25.8,5.4,7.6,7,7.5,8.4,8.1,328,678,515,0.8,1.9,1.5,1,5.3,2.1,10,12,11,170,540,292
1253,"GIRNA AT MALEGAON (MANMAD), MAHARASHTRA",MAHARASHTRA,18,24,21.4,4.9,6.1,5.4,7.4,8.3,7.9,238,450,345,2.2,3.2,2.7,0.3,0.774,0.6,12,80,40,50,220,140
1252,"GIRNA AT JALGAON, MAHARASHTRA",MAHARASHTRA,29,31,29.4,4,5.8,5.2,7.5,8.6,7.9,409,486,445,3,6,4.3,0.7,3.675,1.8,18,70,42,90,140,108
1907,RANGAVALI D/S OF NAVAPUR,MAHARASHTRA,21,28,22.4,5.1,6.5,5.7,8.2,9,8.4,278,465,387,2.8,10,4.4,0.5,1.7,1.1,10,80,54,110,220,160
2127,"DENWA NEAR SARNI, ROAD BRIDGE",MADHYA PRADESH,�,�,�,8.3,9.8,9.1,8.2,8.3,8.3,184,525,355,3.5,3.5,3.5,0,10,5,�,�,�,�,�,�
2155,"PURNA RIVER A/C OF MORNA, NANDURA VILLAGE",MAHARASHTRA,22,29,25.3,2.4,6,4.1,7.9,8.8,8.3,222,1448,997,9.2,46,21,0.2,56.4,11.1,40,500,151,90,900,287
2652,"AMRAVATI RIVER D/S OF DONDAICHA, DHULE",MAHARASHTRA,22,30,24,1.9,5.3,4.2,7.5,8.3,8,435,1555,1136,2.8,38,14.9,0.1,4.4,1.8,18,170,85,140,280,208
2658,"BORI RIVER D/S OF AMALNER, JALGAON",MAHARASHTRA,31,31,31,5.3,6.1,5.8,7.8,9,8.2,456,512,480,2.6,4,3.2,0,4.4,2.1,11,70,33,60,170,107
2659,"BURAI RIVER BEFORE CONFLUECE TO TAPI RIVER, MUKUDAS, DHULE",MAHARASHTRA,20,28,23.8,5,6,5.6,7.2,8.6,7.9,312,518,381,2.4,3.6,3,1.1,2.6,1.9,11,90,58,140,340,205
2666,"GOMAI RIVER, D/S. OF SHAHADA, DHULE.",MAHARASHTRA,21,29,23.5,4,6.3,5.5,7.4,8.2,7.9,305,879,456,2.2,8.6,3.9,0.7,2.6,1.7,9,90,56,90,300,190
2667,"HIWARA RIVER, D/S OF PACHORA., JALGAON",MAHARASHTRA,29,29,29,4,5.7,5.1,7.4,8.6,8,344,432,393,2.6,3.2,2.9,0.9,2.5,1.8,10,70,34,70,140,113
2674,"MOR RIVER, NEAR PADALSHE VILLAGE, JALGAON.",MAHARASHTRA,28,28,28,3.9,5.9,5.1,7.4,8.7,8,388,437,418,2.6,3.4,3.1,0,1.9,1.1,12,50,27,69,170,125
2675,MORNA RIVER AT D/S OF RAILWAY BRIDGE AT AKOLA.,MAHARASHTRA,26,27,26.3,1.2,3.4,2.1,8.1,8.8,8.5,751,1442,1088,11,85,36,1.6,59,21,130,1600,693,350,1600,950
2684,"PANZARA RIVER, NEAR PANZARAKAN SSK LTD., DHULE.",MAHARASHTRA,20,28,21.6,5.4,7.1,6.1,8,8.2,8.1,216,569,428,2.6,6.8,4,0.1,1.7,0.8,19,80,52,70,220,164
2695,"PEDHI RIVER NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE, BHATKULI, AMRAVATI",MAHARASHTRA,20,27,24.1,2.2,7.2,4,8,8.9,8.3,149,1237,846,3.4,28,13.5,0.1,22,7.2,11,1600,396,45,1600,544
2710,"TITUR RIVER, D/S OF CHALISGAON, JALGOAN.",MAHARASHTRA,31,31,31,5.6,6.3,6,7.7,8.5,8.2,278,539,402,2.6,2.8,2.7,1.6,2.3,2.1,10,80,34,75,220,155
2718,"WAGHUR RIVER, AT- SAKEGAON BEFORE, CONFLUENCE WITH TAPI RIVER, JALGAON.",MAHARASHTRA,28,32,29.3,4.7,6.2,5.8,7.7,8,7.9,316,580,440,3,4,3.3,1,3.5,2.2,12,90,51,90,170,133
1851,MAHANADI AT SIHAWA,CHHATTISGARH,23.4,28.5,26,7.6,9.2,8.4,7.4,7.8,7.6,175,416,296,0.8,2.2,1.5,0,0,0,�,�,�,17,350,184
1264,"MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR,CHHATISSGARH",CHHATTISGARH,23.6,29,26.3,6.8,8.5,7.7,7.7,7.9,7.8,210,580,402,1,2.8,2.1,0,0,0,�,�,�,27,500,228
1099,"MAHANADI AT U/S OF RAJIM, CHHATISSGARH.",CHHATTISGARH,25.8,34,29.3,7.4,7.9,7.7,7.5,7.9,7.7,232,554,326,1.2,2.6,1.7,0,0,0,�,�,�,40,500,145
1852,"MAHANADI AT ARRANG, RAIPUR",CHHATTISGARH,23.8,28,25.9,7.6,8.6,8.1,7.5,7.6,7.6,195,551,373,1.2,2.7,2,0,0,0,�,�,�,80,500,290
1100,MAHANADI AT KHARAD CHHATISSGARH.,CHHATTISGARH,23,37,28.4,6,10.4,7.8,7.5,8,7.6,264,400,312,�,�,�,0.256,2.524,1,�,�,�,16,688,179
1282,"MAHANADI AT SHEORINARAYAN VILLAGE, CHHATISSGARH.",CHHATTISGARH,23.9,30,28,6,8,6.8,8,8,8,270,380,332,�,�,�,0.2,2.031,0.9,�,�,�,162,580,321
1467,"MAHANADI AFTER CONFL. WITH RIVER MAND,CHHATISSGARH",CHHATTISGARH,23,36,28.2,7,8.5,7.8,7.5,8,7.6,264,400,320,�,�,�,0.5,1.5,0.9,�,�,�,19,690,180
1101,MAHANADI AT INTERSTATE BOUNDRY CHHATISSGARH.,CHHATTISGARH,20,27,22.3,7.1,7.6,7.3,7.4,7.8,7.5,194,302,242,0.9,2.1,1.3,1,1.394,1.1,�,�,�,43,1100,322
1281,"MAHANADI AT HIRAKUD RESERVOIR, ODISHA",ODISHA,20,35,27.8,6.5,8.3,7.2,7.7,8.2,7.9,138,218,191,0.2,1.3,0.7,0.3,1.486,0.6,110,5400,1168,330,16000,3879
1270,"MAHANADI AT SAMBALPUR U/S, ODISHA",ODISHA,20,35,27.8,4.9,8.6,7.4,7.4,8.4,7.9,131,235,200,0.5,1.8,1.1,0.2,0.871,0.5,1300,35000,5910,2400,92000,15110
1271,"MAHANADI AT SAMBALPUR D/S, ODISHA",ODISHA,20,35,28.3,4.7,11.5,7.1,6.9,8.4,8,148,240,209,1.2,3.9,2.7,0.3,1.801,0.7,7900,35000,20690,13000,92000,38000
2405,SAMBHALPUR FDS AT HUMA,ODISHA,22,36,30,6.3,8.4,7.3,7.4,8.3,8,142,305,212,0.8,2.6,1.6,0.1,0.8,0.4,330,11000,1996,1300,17000,4030
1272,"MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S), ODISHA",ODISHA,22,36,30.1,6.9,8.3,7.6,7.1,8.4,8,146,253,204,0.2,1.1,0.7,0.1,1.118,0.4,110,2800,506,220,9200,1626
1274,"MAHANADI AFTER CONFL. WITH R.TEL (SONEPUR D/S),ODISHA",ODISHA,22,37,30,7.2,8.5,7.8,7.6,8.4,8.1,172,268,222,0.4,1.9,1,0.2,1.99,0.6,110,2400,896,490,5400,2717
1275,"MAHANADI AT TIKARPADA, ODISHA",ODISHA,20,37,30.1,6.9,8.5,7.9,7.2,8.3,8,161,229,197,0.3,0.8,0.6,0.1,1.317,0.5,78,13000,2157,230,17000,3473
1276,"MAHANADI AT NARSINGHPUR, ODISHA",ODISHA,26,35,29.2,6.3,8.7,7.3,7.8,8.4,8.1,148,226,195,0.2,1.4,0.7,0.1,1.725,0.6,330,160000,19311,790,160000,24299
1277,"MAHANADI AT CUTTACK U/S, ODISHA",ODISHA,23,34,27.2,6.5,8.8,7.9,7.5,8.5,7.9,138,228,178,0.7,1.5,1,0.1,1.71,0.5,330,9200,1979,790,16000,4759
1278,"MAHANADI AT CUTTACK D/S, ODISHA",ODISHA,22,34,27.6,5.9,8.4,7.2,7.5,8.4,7.9,140,261,203,1.7,2.5,2.2,0.2,2.204,0.8,11000,92000,37900,22000,160000,65200
2409,CUTTACK FDS (SERUA) AT SANKHATRASA,ODISHA,21,33,26.6,2,7.8,6.2,7.3,8.2,7.7,142,398,241,1.3,17.3,4,0.3,3.9,1.4,1700,160000,31230,5400,160000,48240
2406,MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,ODISHA,25,33,27.9,6.3,8.6,7.3,7.4,8.4,8,136,228,197,0.4,1.5,0.8,0.1,1.3,0.5,110,160000,18340,460,160000,21455
2404,POWER CHANNEL D/S NEAR BURLA,ODISHA,20,35,27.7,4.5,8.4,6.6,7.3,8.4,7.8,160,241,200,0.3,0.9,0.8,0.3,1.8,0.7,78,9200,1574,140,16000,3046
2407,PARADEEP U/S (BEFORE INDUSTRIAL ACTIVITY AT PARADEEP),ODISHA,23,34,27.9,5.7,8.8,7,7.3,8.4,7.9,146,15040,4053,0.5,2,1.3,0.2,3.4,1,170,22000,5205,490,92000,16689
1639,"MAHANADI AT PARADEEPD/S, ODISHA",ODISHA,24,34,28.3,5.7,7.7,6.6,7.3,8.2,7.8,190,38730,17325,0.8,2.7,1.5,0.4,4.9,1.5,45,11000,3516,230,22000,8292
1107,"SEONATH AT U/S RAJNANDGAON, CHAATISSGARH",CHHATTISGARH,25,27,26,6.8,7.6,7.1,7.3,7.5,7.4,�,�,�,1.4,2.2,1.6,0.266,0.53,0.4,�,�,�,120,2400,655
1845,RIVER SHEONATH AT DURG,CHHATTISGARH,24,29,26.3,6.4,7.8,7.1,7.4,7.5,7.4,�,�,�,1.5,1.9,1.6,0.3,0.4,0.4,�,�,�,120,2400,635
3166,"SHEONATH AT JHINGHRI VILLAGE, A/C OF SAMODA NALLA",CHHATTISGARH,26,28,27.2,6.7,8,7.3,7.3,7.6,7.4,�,�,�,1.6,2.5,2,0.4,0.6,0.5,�,�,�,210,2400,698
3167,"SHEONATH AT RAJNANDGAON, D/S AT MOHAD, RAJNANDGAON",CHHATTISGARH,25,28,26.3,6.5,7.6,7.1,7.3,7.6,7.5,�,�,�,1.4,2.5,1.8,0.3,0.6,0.4,�,�,�,210,2400,693
1847,"KHAROON RIVER B/C KHAPRI DRAIN, DURG, RAIPUR ROAD BRIDGE",CHHATTISGARH,24,26,25.2,6.4,7.8,7.2,7.3,7.6,7.5,�,�,�,1.4,2.3,1.7,0.3,0.5,0.5,�,�,�,150,2400,680
1846,KHAROON RIVER A/C KHAPRI DRAIN,CHHATTISGARH,23,26,24.8,6.6,7.8,7.3,7.3,7.5,7.4,�,�,�,1.6,2.6,1.9,0.4,0.6,0.5,�,�,�,210,2400,888
1853,"KHAROON RIVER BUNDRI, RAIPUR",CHHATTISGARH,23.5,30,26.8,7.2,7.4,7.3,7.5,7.8,7.6,269,634,452,1.3,2.6,2,0,0,0,�,�,�,40,500,270
1105,"HASDEO AT U/S KORBA,CHHATISSGARH",CHHATTISGARH,25.1,27.1,26.2,5.4,6.8,6.5,7.1,7.2,7.2,76,76,76,0.8,1.8,1.1,0.58,1.18,1,�,�,�,30,70,45
1106,"HASDEO AT U/S OF CHAMPA,CHHATISSGARH",CHHATTISGARH,22.5,35,28.5,6.5,8.5,7.7,7.5,8,7.6,208,336,253,�,�,�,0.196,2.337,1.4,�,�,�,14,780,172
3165,"HASDEO RIVER 100 METER D/S A/C OF DENGUR NALLAH NERA C.S.E.B. EAST GUEST HOUSE, KORBA",CHHATTISGARH,25.2,27.1,26.2,4.8,6,5.6,7.1,7.2,7.1,74,74,74,1.6,2.2,2,0.8,1.2,1,�,�,�,50,90,66
3168,DOWNSTREAM OF HASDEO RIVER NEAR URGA VILLAGE KORBA,CHHATTISGARH,25.2,27.2,26.3,4.6,5.6,5.1,7.2,7.2,7.2,78,78,78,2,3,2.6,1,1.5,1.2,�,�,�,60,106,76
1848,ARPA RIVER D/S OF BILASPUR,CHHATTISGARH,32,32,32,85,85,85,7.6,7.6,7.6,332,332,332,�,�,�,1.8,1.8,1.8,�,�,�,�,�,�
1849,KELO RIVER U/S OF RAIGARH,CHHATTISGARH,20,30,23.4,7.1,7.6,7.3,7.4,8.6,7.6,192,300,223,1.1,2,1.4,1,1.2,1.1,�,�,�,64,1100,349
1850,KELO RIVER D/S OF RAIGARH,CHHATTISGARH,20,27,22.3,6.9,7.5,7.1,7.5,7.7,7.6,196,307,228,1.9,2.3,2.1,1,1.3,1.2,�,�,�,120,1100,426
1267,"IB AT SUNDARGARH, ODISHA",ODISHA,25,35,29.3,6.8,8.3,7.4,6.9,8.4,7.7,111,218,148,0.4,0.8,0.6,0.1,2.405,0.6,130,1300,510,400,3300,1324
1268,"IB AT JHARSUGUDA (INTAKE), ODISHA",ODISHA,24,36,29.4,5.9,8.3,7.2,7,8.2,7.9,121,185,155,0.3,1.2,0.7,0.2,1.115,0.4,20,13000,2091,78,24000,4658
1300,"IB AT��RAJ NAGAR U/S, ODISHA",ODISHA,24,37,29.4,6.5,8.3,7.6,7.4,8.2,7.8,108,186,160,0.2,1,0.5,0.1,0.686,0.4,20,2400,975,130,5400,2472
1269,"IB AT BRAJRAJNAGAR (INTAKE) D/S, ODISHA",ODISHA,24,36,29.4,6,8.4,7.4,7.1,8.4,7.9,130,207,170,0.2,1.3,0.9,0.1,1.124,0.6,170,5400,1654,490,9200,3439
2403,BHEDEN RIVER BEFORE CONFLUENCE WITH IB RIVER,ODISHA,23,36,29.1,6,8.6,7.4,7.3,8.3,7.9,132,455,264,0.1,1.5,0.9,0.1,1.1,0.5,78,1300,627,230,4900,1831
1279,"KUAKHAI AT BHUBANESWAR U/S, ODISHA",ODISHA,22,31,27.3,5,8.6,7.3,7.2,8.4,7.8,142,247,199,0.7,2.7,1.5,0.1,2.62,1,790,54000,18679,2400,92000,33640
1280,"KUAKHAI AT BHUBANESWAR D/S, ODISHA",ODISHA,22,34,26.3,1.5,7.8,5.7,7,8.2,7.6,170,350,244,2.8,5.4,4.3,0,6.109,2.4,9200,92000,38020,16000,160000,78300
2410,DAYA AT BHUBANESWAR FU/S,ODISHA,23,33,27.6,6.6,9.9,7.9,7.6,8.3,8.1,140,229,187,0.4,1.8,1,0.1,1.8,0.4,200,7900,2228,450,24000,6535
2411,DAYA AT BHUBANESWAR FD/S ( 2 KM AFTER CONFLUENCE OF GANGUA NALLAH WITH RIVER DAYA),ODISHA,22,34,27.7,1.4,7.2,5.5,7,8.8,7.7,140,372,246,2.2,4.7,3.6,0.2,8.9,3,13000,54000,28200,22000,160000,54700
1301,"KATHAJODI AT CUTTACK D/S, ODISHA",ODISHA,21,33,26.9,6,7.9,7,7.1,8.7,7.9,150,420,263,2.1,5.6,3.7,0.2,10.13,1.9,13000,160000,70100,28000,160000,103300
2412,SANKHA U/S ( D/S OF MANDIRA DAM),ODISHA,8,36,25.4,6,8.9,7.3,7.1,8.1,7.8,114,198,151,0.3,2.1,0.9,0,3.6,0.7,78,13000,2178,230,24000,6418
2408,TEL,ODISHA,22,37,30.1,6.7,9.3,7.6,7.8,8.6,8.2,140,216,175,0.3,1.3,0.9,0.1,2.2,0.5,78,1700,710,230,5400,1851
1640,"BIRUPA AT CHOUDWAR, ODISHA",ODISHA,24,35,27.9,5.8,8.9,7.2,7.2,8.4,8,142,250,209,0.5,1.8,1,0.2,2.7,0.7,330,92000,10931,1300,160000,20380
1037,"BRAHMANI AT U/S PANPOSH, ODISHA",ODISHA,14,36,26.4,6.4,8.6,7.4,7.1,8.2,7.8,131,194,157,0.5,1.4,0.7,0.21,4.747,0.8,790,13000,3729,1300,24000,7990
1038,"BRAHMANI AT D/S PANPOSH, ODISHA",ODISHA,8,36,25.8,5.2,8.4,7,7.1,8.2,7.7,166,415,288,3.4,5.5,4.7,0.809,7.569,3.7,7000,35000,15730,11000,54000,25900
1302,"BRAHMANI AT ROURKELA D/S, ODISHA",ODISHA,8,35,26.2,6.1,13.5,7.8,7.1,8.3,7.6,164,327,250,2.7,5,3.9,0.3,7.254,2.9,3300,92000,25830,7900,160000,43590
2414,ROURKELA FDS AT BIRITOLA,ODISHA,18,36,26,6,9.3,7.2,7.8,8.4,8,126,286,208,1.8,4.5,2.8,0.6,3.3,1.4,230,11000,4319,790,35000,10099
1039,"BRAHMANI AT BONAIGARH, ODISHA",ODISHA,16,36,26.2,6.4,8.9,7.4,6.9,8.4,7.8,132,254,203,0.5,2.6,1.2,0.708,3.606,1.6,45,24000,6768,140,92000,20123
1040,"BRAHMANI AT RENGALI, ODISHA",ODISHA,15,37,26.9,6.4,8.5,7.5,7.4,8.4,7.8,110,208,146,0.3,1.6,0.9,0.199,2.302,0.8,20,3500,951,45,54000,7459
1041,"BRAHMANI AT SAMAL, ODISHA",ODISHA,18,36,27,6.3,8.8,7.5,6.9,8.1,7.5,134,258,169,0.4,2.2,1,0.285,2.084,0.8,130,7900,2707,490,17000,7207
1303,"BRAHMANI AT TALCHER U/S, ODISHA",ODISHA,23,39,30.5,6.6,8.6,7.5,7.4,8.2,8,123,190,153,0.6,1.7,1,0.1,2.595,0.9,230,35000,4870,1400,160000,19270
2415,"TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)",ODISHA,22,38,29.7,6.2,8.4,7.5,7.8,8.2,7.9,118,180,147,0.4,1.2,0.6,0.1,2.2,0.6,110,160000,17071,1300,160000,18280
2416,TALCHER FD/S,ODISHA,23,38,29.9,6.7,8.5,7.4,7.6,8.3,8,133,226,173,0.5,1.8,1.1,0.2,2.6,0.8,130,7000,1973,790,17000,5048
1042,"BRAHMANI AT KAMALANGA, ODISHA",ODISHA,22,38,30.3,6.2,8.7,7.5,7.7,8.4,8,132,221,172,0.1,2.7,1.5,0.299,2.72,1,490,14000,5087,1300,22000,8570
2417,"DHENKANAL D/S, DHENKANAL TOWN",ODISHA,25,37,29,5.6,8.7,7.3,7.5,8.2,7.9,145,502,217,0.6,2.6,1.5,0.1,2.9,0.7,3300,54000,18940,7900,92000,35490
1043,"BRAHMANI AT BHUBAN, ODISHA",ODISHA,20,42,29.2,6.3,9.6,7.4,7.7,8.4,8.1,110,201,153,0.3,1.4,0.7,0.148,0.797,0.4,78,4900,1525,230,17000,4670
2418,KABATABANDHA (BEFORE IMPACT OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA),ODISHA,24,36,28.3,6.4,8.2,7.2,7.6,8.4,8,124,248,163,0.2,1.9,0.9,0.2,1.2,0.6,78,9200,2381,230,17000,5230
1044,"BRAHMANI AT DHARMASHALA, ODISHA",ODISHA,6.7,32,25.9,6.1,10.9,7.5,7.3,192,24.6,121,242,170,0,1.8,0.9,0.03,2300,209.6,700,5400,2389,1100,17000,6310
1045,"BRAHMANI AT PATTAMUNDAI, ODISHA",ODISHA,19,35,28.7,5.5,9.3,7.2,7.2,8.3,7.8,148,241,197,0.7,2.8,1.4,0.235,2.105,0.8,230,9200,2796,490,16000,6939
2413,KOEL U/S (AFTER CONFLUENCE OF RIVER KARO),ODISHA,8,34,24.9,6.4,8.9,7.5,7.1,8.3,7.8,130,240,194,0.3,1.6,0.9,0.2,3.2,0.7,130,35000,5838,230,92000,14935
2419,KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR),ODISHA,22,33,27,5.6,8.5,7.1,7.3,8.3,8.1,122,198,163,0.4,1.3,0.9,0.1,2.6,0.9,130,3300,1051,45,7900,2701
2420,AUL,ODISHA,19,35,28.6,6.4,8.3,7.2,7.3,8.3,7.8,138,954,261,0.6,2.1,1.2,0.2,10.3,1.9,330,54000,12191,1300,92000,22560
1081,BAITARNI AT JODA ODISHA,ODISHA,10,37,25.4,5.8,8.7,7.5,6.9,8.4,7.8,94,248,148,0.4,1.8,0.8,0.066,3.749,0.8,220,35000,5724,790,92000,19206
1082,"BAITARNI AT ANANDPUR, ODISHA",ODISHA,19,37,28.4,6.6,9,7.6,6.8,8.3,7.7,130,264,169,0.2,1.8,0.9,0.029,3.499,0.6,220,24000,6800,790,54000,16008
1083,BAITARNI AT JAJPUR ODISHA,ODISHA,22,33,27.3,6.1,8.7,7.3,7.1,8.4,8,116,220,176,0.8,3,1.7,0.051,3.445,0.8,790,54000,17553,2400,160000,36200
1084,"BAITARNI AT CHANDBALI, ODISHA",ODISHA,16,34,27.9,5.5,8.2,6.6,7.4,8.2,7.7,150,7669,2452,0.3,2,1.2,0.087,3.886,1,2200,160000,40627,16000,160000,70364
1085,BAITARNI AT DHAMRA ODISHA,ODISHA,14,32,26.3,4.8,8.2,6,7.3,8.2,7.8,233,35200,18037,0.7,2.1,1.2,0.346,1.876,0.8,45,16000,5491,45,16000,7613
2421,KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANANDPUR,ODISHA,19,35,27.6,6.5,8.7,7.5,7.6,8.4,8.1,148,312,232,0.4,1.5,0.9,0.1,2.7,0.6,130,17000,7035,330,28000,10281
1641,"SUBARNAREKHA AT RAJGHAT NEAR BIHAR BORDER, ODISHA",ODISHA,17,30,25.1,7.4,8.4,7.9,7.6,8.4,7.9,133,320,250,0.4,2.9,1.2,0.1,2.5,0.9,490,11000,3587,2200,17000,7218
1312,"GODAVARI AT JAYAKWADI DAM, AURNAGABAD,MAHARASHTRA",MAHARASHTRA,25,30,28.6,6,7.3,6.8,7.4,8.9,8.3,638,1026,813,2,5,3.3,0.1,0.4,0.2,2,4,3,70,220,109
2177,GODAVARI RIVER NEAR SOMESHWAR TEMPLE.,MAHARASHTRA,18,27,22.4,4.7,6.7,6,7.3,8.7,8.1,191,442,331,2.2,10,3.8,0.1,2.5,0.7,10,110,56,60,280,167
2182,GODAVARI RIVER AT SAIKHEDA.,MAHARASHTRA,18,29,21.6,1.4,5.7,4.3,7,8.2,7.7,144,401,271,2.4,10,5.4,0.2,4.7,1.7,11,90,47,50,220,137
2179,"GODAVARI RIVER AT HANUMAN GHAT, NASHIK CITY.",MAHARASHTRA,18,27,22,3.2,6.5,4.9,7.3,8.4,7.8,220,551,396,2.4,9,4.1,0,2.3,0.7,11,110,53,50,300,163
2183,GODAVARI RIVER AT NANDUR- MADMESHWAR DAM.,MAHARASHTRA,18,30,21.9,3,5.5,4.5,7.4,8.2,7.8,231,380,290,2.2,10,5.5,0.3,4.1,1.7,9,110,48,50,310,137
2181,"GODAVARI RIVER AT KAPILA- GODAVARI CONFLUENCE POINT, TAPOVAN.",MAHARASHTRA,18,27,22.4,1.8,6.2,4.7,7.1,8.2,7.7,348,645,502,2.4,16,7.7,0.1,2.8,1,16,170,104,130,350,253
2180,GODAVARI RIVER NEAR TAPOVAN.,MAHARASHTRA,18,27,23,2.4,6,4.7,7.4,8.2,7.7,341,632,472,2.4,25,7.1,0.1,2.5,0.9,11,170,87,110,300,223
1096,"GODAVARI AT PANCHAVATI AT RAMKUND,MAHARASHTRA",MAHARASHTRA,18,27,22.6,2.2,6.2,4.5,7.3,8.3,7.9,209,542,411,2.4,5.4,3.6,0.55,3.315,1.1,16,190,58,60,300,136
1211,"GODAVARI AT NASIK D/S, MAHARASHTRA",MAHARASHTRA,18,27,22.7,3.2,6.5,4.9,7.2,8,7.6,321,576,461,2.8,6,3.6,0.236,3.317,0.9,13,170,89,110,350,224
1095,"GODAVARI AT U/S OF GANGAPUR DAM,NASIK,MAHARASHTRA",MAHARASHTRA,18,27,22.3,4.3,7.1,5.7,7.8,8.5,8.1,139,534,275,2.2,4.2,3.2,0.017,2.27,0.8,11,60,31,17,170,98
2160,"GODAVARI RIVER AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.",MAHARASHTRA,25,30,28.3,5.9,7.2,6.6,7.2,8.6,8.1,600,1080,843,3,8,4.4,0,0.4,0.1,2,4,2,24,110,80
2158,GODAVARI RIVER AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI�,MAHARASHTRA,25,30,28.4,6,6.9,6.5,7.4,8.9,8.2,650,1126,896,3,9,5.3,0.1,0.4,0.2,2,2,2,70,170,104
2159,GODAVARI RIVER AT D/S OF PAITHAN AT PATHEGAON BRIDGE.,MAHARASHTRA,25,30,28.6,5.6,7.4,6.5,7.6,9.2,8.4,660,1110,884,3,8,4.6,0.1,0.7,0.4,2,4,3,70,280,119
2161,"GODAVARI RIVER AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD.",MAHARASHTRA,25,30,28.1,0,7.5,5.7,6.9,8.2,7.6,624,1703,1176,2,28,8.3,0,0.8,0.3,2,4,3,70,170,129
12,"GODAVARI AT DHALEGAON, MAHARASHTRA",MAHARASHTRA,22,28,27,5.8,7.1,6.4,7.4,9,8.1,618,1280,843,2,6,4.4,0,0.8,0.3,2,4,2,79,170,99
1210,"GODAVARI AT NANDED, MAHARASHTRA",MAHARASHTRA,29,30,29.2,6.4,7.2,6.8,7.2,8.4,7.9,710,1480,1054,2,6,4,0.1,0.3,0.2,2,6,3,70,300,129
1209,"GODAVARI AT RAHER, MAHARASHTRA",MAHARASHTRA,28,30,29.2,6.3,7,6.6,7.6,8.5,8.1,730,1285,995,3,5,4,0.1,0.6,0.3,2,3,2,70,140,95
2157,GODAVARI RIVER AT LATUR WATER INTAKE NEAR PUMP HOUSE AT DHAMEGAON.,MAHARASHTRA,20,28,26,5.8,7.3,6.4,7.3,8.4,7.8,630,1392,1047,2,10,5.1,0,0.8,0.3,2,4,3,80,240,144
2360,"GODAVARI AT BASARA, ADILABAD",ANDHRA PRADESH,25,30,26.6,5.8,6.8,6.3,7.8,8.6,8.2,440,708,539,1,1.2,1.1,1,2,1.3,4,20,11,62,90,69
2361,"GODAVARI��AT MANCHERIAL, NEAR RLY BDG B/C OF RALLAVAGU",ANDHRA PRADESH,0,30,22.2,5.2,7.1,6.2,8,8.5,8.4,513,562,537,4,12,6.8,0,0,0,�,�,�,�,�,�
2362,"GODAVARI AT RAMAGUNDAM D/S, NEAR FCI INTAKE WELL, KARIMNAGAR",ANDHRA PRADESH,0,29,21.6,5.2,6.3,5.8,8,8.6,8.3,546,784,632,5,9,6.8,0,0,0,�,�,�,�,�,�
2363,"GODAVARI AT GODAVARIKHANI, NEAR BATHING GHAT, KARIMNAGAR",ANDHRA PRADESH,0,29,21.8,4.8,6.1,5.6,7.5,8.5,8.3,550,838,697,4,10,6.8,0,0,0,�,�,�,�,�,�
2364,"GODAVARI AT RAMAGUNDAM U/S , KARIMNAGAR",ANDHRA PRADESH,0,29,21.6,5.2,6.8,6.1,8.1,8.5,8.3,524,592,551,4,8,6.1,0,0,0,�,�,�,�,�,�
2356,"GODAVARI,��D/S OF RAMANUGUNDAM,",ANDHRA PRADESH,0,29,21.8,4.9,6.5,5.5,8,8.5,8.3,600,693,649,2,10,5.7,0,0,0,�,�,�,�,�,�
2365,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",ANDHRA PRADESH,0,30,17.2,3.2,7.1,5.8,7.8,8.6,8.2,352,528,443,4,12,6.9,0,0,0,�,�,�,�,�,�
2366,"GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL",ANDHRA PRADESH,0,30,17.2,2.8,7.5,5.5,7.6,8.4,8.1,352,654,443,3,12,7.1,0,0,0,�,�,�,�,�,�
