STATION CODE,LOCATIONS,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max
1117,YAMUNA AT HATHNIKUND,HARYANA,22,22,8.2,10.7,7.3,7.8,179,336,1,2,0,0,45,13000,330,24000
1496,"YAMUNA AT KALANAUR, YAMUNA NAGAR",HARYANA,23,23,7.6,8.2,7.3,7.8,195,380,1,2,0,0,110,17000,170,54000
1119,YAMUNA AT SONEPAT,HARYANA,26,26,6.4,12.5,7.3,7.9,220,1310,1,12,0,0.4,110,24000,140,35000
1120,YAMUNA AT WAZIRABAD,DELHI,16.7,32.8,5.1,13.5,7.2,8,214,3860,1,9,0,0,200,24000,490,54000
1121,YAMUNA AT NIZAMUDDIN,DELHI,17.1,30.9,0.4,2.6,7.1,7.9,243,2050,4,45,0,0,26000,5400000,240000,9200000
,OKHLA BRIDGE (INLET OF AGRA CANAL),DELHI,17.3,30.4,0.4,1.8,7.1,7.8,282,1754,3.0,49.0,,,41000,5400000,240000,9200000
1812,YAMUNA AT OKHLA A/M OF SHAHDARA DRAIN,DELHI,19.4,31.8,0.1,1.6,7.0,7.9,285,1899,4.0,67,0,0,40000,92000000,230000,160000000
1497,YAMUNA AT MAZAWALI,UTTAR PRADESH,,,0,6.8,7.4,8.2,1009,1992,10,27,0,0.2,4900,1600000,4900,35000000
2495,"YAMUNA AT KESIGHAT, VRINDAVAN",UTTAR PRADESH,20,34,3.4,9.6,6.8,7.8,997,1850,7,10,0,0,33000,58000,64000,90000
1123,YAMUNA U/S MATHURA,UTTAR PRADESH,24,24,0.9,5.5,7.5,7.9,640,1750,8,27,0,1.6,680,540000,4900,920000
2494,"YAMUNA AT VISHRAMGHAT, MATHURA",UTTAR PRADESH,20,32,2.8,5.2,6.7,7.9,981,1870,2,10,0,0,41000,160000,70000,140000
1124,YAMUNA D/S MATHURA,UTTAR PRADESH,22,22,2.8,6.5,7.6,8,650,1978,7,18,0,0.9,680,350000,1400,920000
1125,YAMUNA U/S AGRA,UTTAR PRADESH,,,4.1,18,7.1,8.2,815,1870,5,27,0,1.8,78,110000,220,350000
1126,YAMUNA  D/S  AGRA,UTTAR PRADESH,22,33,2.8,16.3,7.1,8.1,825,2040,11,26,0,1.6,40,28000,460,160000
2493,YAMUNA AT SHAHPUR,UTTAR PRADESH,18,34,4.8,7.6,7.5,8.2,1090,1720,6,8,0,0,28000,38000,46000,62000
1498,YAMUNA AT BATESWAR,UTTAR PRADESH,23,32,6.2,9.2,7.3,7.9,698,1720,5,24,0,1.4,20,16000,68,43000
1127,YAMUNA AT ETAWAH,UTTAR PRADESH,22,31,6.4,9.6,7.4,7.9,690,1720,3,18,0,2.3,200,79000,490,79000
1499,"YAMUNA AT JUHIKA B/C WITH CHANBAL, ETAWAH",UTTAR PRADESH,21,29,5.4,10.8,7.2,7.8,350,4060,3,11,0,0.8,230,24000,940,24000
1069,YAMUNA AT ALLAHABAD D/S (BALUA GHAT),UTTAR PRADESH,21,28.5,7.4,8.8,7.9,8.3,472,578,2.2,2.8,0.8,1.2,1700,7800,6300,14000
2724,"SUSWA  AT MOTHRAWALA, DEHRADUN",UTTARAKHAND,16,21,1.4,3.6,7.7,8,,,28,36,0,0,,,1600,1600
2728,GOLA  AT HALDWANI,UTTARAKHAND,11,20,7,7.8,7.2,7.9,210,240,1,1.6,0,0,,,,
1064,RAMGANGA  B/C AT KANNAUJ,UTTAR PRADESH,17,33,6.1,8.9,6.9,8.5,302,614,3.5,6.6,0.2,0.5,2100,4100,3400,8400
2497,"KALI EAST AT KHARKHODA- PARIKSHIT GARH ROAD, VILL. KOL, MEERUT",UTTAR PRADESH,17,23,,,7.4,7.8,780,1950,52,72,2,5.2,110000,170000,170000,280000
1065,KALINAD B/CI AT KANNAUJ,UTTAR PRADESH,17,33,5.9,9.4,7,8.2,203,993,3.1,7,0.2,0.5,2100,4700,3800,9200
2482,"VARUNA AT RAMESHWAR, VARANASI",UTTAR PRADESH,22,34,5.9,9,7.2,8.2,294,574,2.7,4.5,0,0,1700,17000,2700,31000
2483,VARUNA B/C WITH  GANGA AT VARANASI,UTTAR PRADESH,22,34,1.5,6.4,7.4,8.6,354,709,15,45,0,0,70000,170000,140000,240000
1361,SAI AT UNNAO AFTER DRAIN OUTFALL,UTTAR PRADESH,18,29,6.7,8.1,7.1,7.4,385,632,2.9,4,0.1,0.1,1500,2500,3100,4900
2484,"SAI AT JALALPUR, JAUNPUR",UTTAR PRADESH,22,32,6.8,8.6,7.2,8.4,312,582,3.2,4.3,0,0,5000,13000,8000,17000
1350,GOMTI AT SITAPUR U/S AT WATER INTAKE,UTTAR PRADESH,17,36,7.8,11.9,7.5,8.7,180,532,2.3,2.8,1,1.7,68,460,200,1700
1351,GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,UTTAR PRADESH,18,36,5.4,10.6,7.6,8.5,16,598.3,3.1,3.7,1.3,5.9,780,4000,1700,5400
1352,GOMTI D/S LUCKNOW,UTTAR PRADESH,18,35,0.3,4.1,7.4,7.9,572,1085,10,13,1.6,6.8,79000,140000,130000,210000
1353,GOMTI D/S  JAUNPUR,UTTAR PRADESH,22,33,7.1,8.8,8,8.6,340,588,4,5,0,0,14000,23000,22000,34000
1072,GOMTI AT VARANASI,UTTAR PRADESH,21,31,7.4,9.2,7.2,8.4,290,572,3,4.5,0,0,5000,13000,11000,17000
2491,"RAPTI AT RAJGHAT, GORAKHPUR",UTTAR PRADESH,13,31,7.2,7.5,7.8,8.2,412,580,3,5.9,0.5,0.7,1700,5400,3500,9200
1363,"RAPTI A/C OF HONIN NR. DOMINGARH RLY BRIDGE, GORAKHPUR",UTTAR PRADESH,15,32,7.4,8,8,8.2,336,416,2.2,2.6,0.2,0.3,170,500,340,800
1354,SARYU AT AYODHYA AT MAIN BATHING GHAT,UTTAR PRADESH,18,25,7.4,9.9,7.8,7.9,171,219,2.9,4.1,0.7,0.8,3900,5100,7000,8000
1355,GHAGHARA D/S DEORIA,UTTAR PRADESH,15,31,7.5,8,8,8.2,384,454,2.4,2.9,0.2,0.3,200,800,450,1700
2492,"GHAGHRA AT BARHALGANJ, GORAKHPUR",UTTAR PRADESH,14,33,7.1,7.9,7.8,8.3,406,588,2.9,4.5,0.3,0.7,1300,4500,2200,7000
1076,GHAGHARA NEAR CHAPRA,BIHAR,17,30,6.8,9.8,7.1,8.5,216,424,2,2.9,0,0,700,1700,1400,5000
1359,RIHAND U/S  RENUKUT,UTTAR PRADESH,21,26,7.1,7.9,7.2,8.2,282,382,1.4,1.8,0.2,0.3,780,1400,2100,2800
1360,RIHAND D/S RENUKUT,UTTAR PRADESH,21,26,7.5,8.2,7.3,8.3,298,398,1.3,2,0.2,0.3,1000,1700,2300,3200
1075,SONE AT KOELWAR,BIHAR,22,31,5,8.8,7.1,8.3,180,460,2,2.9,0,0,700,2300,140,5000
1078,"GANDAK B/C AT SONEPUR, PATNA",BIHAR,17,30,7.2,9.8,7,8.6,214,348,1.8,2.9,0,0,500,1700,1100,5000
2568,"GANDAK AT REWAGHAT, MUJAFFARPUR",BIHAR,16,30,7,9.5,7,8.2,210,326,1.8,2.8,0,0,500,1700,1100,5000
2570,GANDAK AT SAMASTIPUR ROAD BRIDGE,BIHAR,20,34,7.6,9.4,7.3,8.9,218,521,2,2.9,0,0,700,2200,2000,5000
2575,"SIKRAHNA  AT LAL PARSE, BITTIAH",BIHAR,17,36,6.2,8.6,7.2,8.5,226,967,2.2,2.8,0,0,900,3000,2200,8000
1820,SIKRANA AT CHANPATIYA,BIHAR,16,30,6,8.6,7.4,8.2,221,623,2.4,2.8,0,0,800,2600,3000,5000
2562,"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",BIHAR,17,33,6.6,9,7.3,8.8,253,518,1.8,2.9,0,0,1100,3000,3000,5000
2558,HARBORA AT NARKATIAGANJ,BIHAR,17,30,6.5,8.2,6.5,7.9,222,585,2.6,3,0,0,700,3000,2400,5000
2567,KAMALA AT BENIPATTI (MADHUBANI),BIHAR,15,30,7.4,10,7.6,8.9,216,484,1.8,2.9,0,0,800,3000,3000,9000
2569,KAMALA  AT DARBHANGA,BIHAR,17,30,7,8.6,7.3,8.2,233,1150,1.8,2.9,0,0,1100,2600,3000,5000
2563,"MANUSMARAT RIGA, SITAMARHI",BIHAR,18,32,6.7,8,6.8,8.2,245,754,1.8,2.9,0,0,1300,5000,3800,9000
2565,KOSHI  AT KURSHELA AT KATIHAR,BIHAR,14,31,6.3,9.1,6.6,7.6,157,392,2,2.9,0,0,1100,2600,2800,5000
2566,KOSHI AT MADHEPURA,BIHAR,14,35,6.2,9,7.2,7.6,116,431,2,2.8,0,0,800,2600,2400,4900
1821,DAHA AT SIWAN,BIHAR,15,30,5,9.8,7.1,8.4,275,771,2.4,2.9,0,0,1100,3100,2800,8400
2560,DAHA D/S  SASAMUSA,BIHAR,16,30,6,9.5,7,7.8,286,614,2.2,2.8,0,0,1100,3000,2800,5000
2561,"DAHA  AT ITWA BRIDGE, SIWAN",BIHAR,15,29,6.9,9.2,7.2,8.4,260,478,1.9,2.9,0,0,400,2300,2400,4800
1823,DHOUS AT MADHUBANI,BIHAR,18,30,6,9.4,7.3,8.9,216,480,2,2.8,0,0,1100,3000,2800,5000
1824,FARMAR AT JOGBANI,BIHAR,14,29,5.6,8.6,6.6,7.6,99.5,480,1.8,3,0,0,700,2200,2800,7000
2559,RAM REKHAAT HARINAGAR,BIHAR,16,32,6.4,7.6,6.9,7.9,246,538,2.5,2.8,0,0,900,3000,3000,9000
1822,SIRSA AT RUXOL,BIHAR,16,33,6.4,6.4,7,7.7,251,845,2.5,18,0,0,2100,5000,4100,16000
1510,TONS RIVER,HIMACHAL PRADESH,7,20,8.7,9.4,6.3,8.2,49.1,130.3,0.1,1.2,0,0.5,2.0,3.7,3.7,26
2620,ASHWANI  U/S YASHWANT NAGAR,HIMACHAL PRADESH,,,7.4,8.7,7.3,8.9,231,635,0.1,2,0,4.5,2.0,12,6.1,38
2626,BATTA  U/S PAONTA,HIMACHAL PRADESH,13,29,6.6,9,7.5,8.6,248,583,0.1,1.2,0,0.7,6,13,14,24
2627,BATTA B/C TO YAMUNA,HIMACHAL PRADESH,15,27,6.2,8.9,7.5,8.5,401,577,0.2,1.4,0,0.7,6.8,13,15,27
2621,GIRI D/S YASHWANT NAGAR,HIMACHAL PRADESH,,,7.8,9.2,7.6,8.7,154,630,0.1,3,0,5.1,2.0,8.3,5.5,40
2622,GIRI U/S CCI MINES,HIMACHAL PRADESH,13,27,6.8,9.2,7.6,8.4,253,1030,0.1,1.2,0.1,0.7,4,13,10,31
2623,GIRI D/S SATAUN,HIMACHAL PRADESH,14,28,6.5,8.8,7.6,8.4,252,1080,0.1,1.6,0.2,0.7,4,17,12,32
2617,PABBAR  U/S DHAMBARI,HIMACHAL PRADESH,8.5,20,8.4,9.5,6.8,8.7,48.7,130,0.1,1.4,0,0.7,2.0,6.8,2,39
2618,PABBAR  U/S ROHRU,HIMACHAL PRADESH,8,21,8,9.2,6.5,8.5,55.1,159,0.1,1.2,0,0.7,2.0,3.6,6,26
2619,PABBAR  D/S SWARAKUDDU,HIMACHAL PRADESH,6,20,8.6,9.5,6.9,8.4,65,136,0.1,1.8,0,0.6,2.0,6.8,3.7,32
1357,HINDON AT SAHARANPUR D/S,UTTAR PRADESH,21,29,,,7.3,7.5,635,745,36,48,0,0,15000,15000,21000,21000
2496,"HINDON AT SARDHANA BUDHANA ROAD, VILLAGE BAPARSI, MEERUT",UTTAR PRADESH,18,23,,,7.2,7.7,730,970,44,65,3.2,6.5,79000,130000,110000,170000
1358,HINDON D/S GHAZIABAD,UTTAR PRADESH,16,26,0,0,6.7,7.5,792,1619,32,78,0.5,162,130000,220000,240000,320000
1356,BETWA B/C YAMUNA AT HAMIRPUR,UTTAR PRADESH,18,34,4.8,7.4,7.8,8.4,211,482,3.1,3.8,0,0,2100,2500,4000,7400
2107,BETWA U/S BEENA,MADHYA PRADESH,21,34,6.4,81,7.6,8.8,196,444,0.5,2.8,0,5.9,,,0,14
2108,BETWA D/S BEENA,MADHYA PRADESH,18,35,6.4,8.4,7.6,8.8,184,400,0.6,2.8,0,4.4,,,0,17
2119,"BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA NO.1,
DISTRICT RAISEN",MADHYA PRADESH,,,5.9,7.4,6.8,7.8,264,6516,2.2,20,0,0.1,110,240,210,1600
2121,"BETWA NEAR ROAD BRIDGE, BHOJPUR",MADHYA PRADESH,,,6.7,7.8,7.4,8.5,303,544,1.4,2.9,0,2.6,,,110,130
2122,BETWA NEAR W/S INTAKE WELL POINT RAISEN,MADHYA PRADESH,,,7.5,7.9,7.4,8.4,279,1402,0.9,2.3,0,0.2,,,70,120
1614,"BETWA NEAR INTAKE POINT, VIDISHA",MADHYA PRADESH,,,7,7.9,7.3,8.7,338,512,1.4,2.4,0,2.1,,,2.0,150
2124,"BETWA AT CHARANTIRGHAT, VIDISHA",MADHYA PRADESH,,,6.4,7.8,7.7,8.5,336,736,1.9,3.9,0,3.6,,,60,220
2125,BETWA D/S AFTER MIXING OF BAIS AT VIDISHA,MADHYA PRADESH,,,6.8,8.1,7.5,8.6,328,642,1.6,3.3,0,0.3,,,70,140
1735,GOVIND SAGAR,UTTAR PRADESH,19,34,5.9,7.2,7.7,8.9,170,804,3,3.3,0,0,1700,2100,4000,4900
2120,"KALIASOT NEAR ROAD BRIDGE, MANDIDEEP",MADHYA PRADESH,,,5.9,8,6.8,8.5,317,937.5,0.4,4.1,0,4.3,12,12,110,220
1142,SONE AT CHACHAI,MADHYA PRADESH,18,30,6.7,8.2,7.4,8.1,215,537,0.9,2.2,0.2,1.4,,,27,70
1371,SONE AT AMLAI,MADHYA PRADESH,18,31,6.8,7.9,7.3,8.1,212,560,1,2.1,0.4,1.3,,,26,70
1610,SONE AT ORIGINE AMARKANTAK,MADHYA PRADESH,18,30,6,7.1,6.8,7.8,78,233,0.5,1.6,0,2,,,6,26
3327,"SONE AT AMLAI, 100 METRE D/S AFTER MIXING OF ATPS",MADHYA PRADESH,18,31,3.2,3.8,6.6,8.2,426,1544,1.6,12,0.6,2.9,2,4,40,500
1612,SONE AT DEVLOAD OUT- LET OF BANSAGAR DAM,MADHYA PRADESH,18,31,6.8,8.9,7.5,8.1,182,511.3,0.7,1.9,0.2,0.9,,,22,90
3121,SONE NEAR BANZARI,BIHAR,16,34,7.2,9.2,7.2,8.6,171,1250,1.8,2.9,0,0,300,2200,1100,5000
3127,SONE RIVER AT BAHIYARA,BIHAR,22,30,5.2,9,7.5,8.2,161,459,1.8,2.9,0,0,300,3000,1100,5000
3128,SONE RIVER AT NASIRIGANJ DAM,BIHAR,18,33,7.1,9.6,7.4,8.5,158,1180,2,2.7,0,0,500,3000,1300,9000
3309,"CHAMBAL AT TAL VILLAGE NEAR BRIDGE, UJJAIN",MADHYA PRADESH,26,27,6.9,7.8,7,8.9,550,1460,1.6,6,1,4,6,600,40,1600
3310,"CHAMLA AT W/S INTAKE POINT BADNAGAR, UJJAIN",MADHYA PRADESH,19,31,6.5,7.6,7.7,8.4,309,1310,1.8,4,0.9,3,4,21,50,500
1365,CHAMBAL AT NAGDA U/S (WATER INTAKE POINT),MADHYA PRADESH,24,28,6.8,7.8,7.2,8.6,320,780,1,2.9,0.6,2.6,7,40,7,300
1366,CHAMBAL D/S NAGDA,MADHYA PRADESH,22,28,6.1,7.5,7.3,8.4,927,18620,2.9,56,0.7,7,70,1600,500,1600
2955,"CHAMBAL ENTERING IN RAJASTHAN AT GANDHI SAGAR DAM, KOTA",RAJASTHAN,18,31,4.6,6.7,7.5,9.8,210,480,0.7,1.7,0.1,1.8,4,7,7,20
1418,"CHAMBAL AT GANDHI SAGAR DAM, RAMPURA",MADHYA PRADESH,24,31,7.2,7.9,7.2,8.4,314,520,1.2,2.6,0.1,2,4,22,40,220
1288,CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE),RAJASTHAN,19,30,5.5,7.1,7.7,8.8,240,330,0.7,1.1,0.1,1.6,4,4,7,20
1289,CHAMBAL AT KOTA D/S (2 KM. FROM CITY),RAJASTHAN,19,31,4.5,6.8,7.9,9.1,270,820,0.9,3.1,0.5,1.7,7,28,93,1100
1413,CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR,RAJASTHAN,13,34,4.9,6.1,7.9,9,200,680,0.7,2.2,0.2,1.6,7,20,11,150
1609,CHAMBAL AT DHOLPUR,MADHYA PRADESH,22,28,7.2,9,7.2,8.5,325,970,1.3,2.3,0,2.8,,,,
1615,PARVATI NEAR INTAKE POINT PILLUKHEDI DISTT. RAJGARH,MADHYA PRADESH,18,26,6.7,8.9,7.1,7.6,395,632,1.8,2.6,0,0,,,,
2126,"PARVATI A/C OF VINDHYACHAL NALLA, PILUKHEDI",MADHYA PRADESH,18,32,6.2,8.7,7.4,7.6,322,654,1.9,2.8,0,1.2,11,21,33,280
2954,"PARVATI B/M CHAMBAL AT KHATOLI, KOTA",RAJASTHAN,17,31,5,7.4,8,9,180,720,0.8,1.9,0.4,1.7,4,14,7,150
1607,"GOHAD DAM, GOHAD",MADHYA PRADESH,22,29,4.1,8.2,7.2,8.9,410,1148,0.8,6.3,0,2.8,,,,
1367,KHAN AT KABIT KHEDI (NEAR INDORE),MADHYA PRADESH,22,29,2.5,4.8,7.1,8.1,936,1580,8,50,1.1,24,27,920,900,1600
1369,KSHIPRA AT RAMGHAT AT UJJAIN,MADHYA PRADESH,23,29,2.3,8,7,8.8,474,1700,2.6,16,1.2,5.7,280,800,1600,1600
1370,KSHIPRA AT TRIVENISANGAM (1 KM. D/S OF SANGAM),MADHYA PRADESH,19,29,3.6,8.2,7.6,8.8,397,1484,1.7,14,0,5.4,3,900,350,1600
1468,KSHIPRA AT SIDDHAWAT (D/S) OF UJJAIN,MADHYA PRADESH,23,30,2.7,8.6,7.1,8.7,482,1610,6,38,1.8,5.4,350,900,,
2953,"KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA",RAJASTHAN,16,30,4.7,6.3,8,8.8,170,670,0.7,1.8,0.5,1.6,4,7,7,75
2956,"RIVER KALI SINDH AT BAROD ROAD BRIDGE, KOTA",RAJASTHAN,16,31,4.6,6.9,8.1,8.9,190,950,0.9,182,0.6,1.8,7,20,11,150
1608,SINDH AT DABRA,MADHYA PRADESH,22,30,8,10,7.3,8.7,299,920,1.1,1.8,0,2.8,11,11,1211,1211
2117,"BICHIA, BRIDGE GOVINDGARH ROAD",MADHYA PRADESH,18,33,5.6,6.9,7.3,7.8,428,784,2.1,3.5,1,1.5,6,50,21,350
1433,SANKH AT TIGRA RESERVOIR,MADHYA PRADESH,20,32,7.5,8.5,7,8.1,460,1215,1.2,2.5,0,2.8,1100,1100,,
2950,"BANAS,DHANARI DAM, NEAR SWAROOPGANJ, SIROHI",RAJASTHAN,16,25,4.5,7.3,7.5,9,160,770,0.7,1.8,0.8,4.4,4,14,7,150
2952,"BANAS,NEAR NEWTA DAM, JAIPUR",RAJASTHAN,17,30,1.9,4.2,8.1,9.4,220,2100,3.9,13,1.8,5.5,7,28,75,460
2951,"BANAS,BISULPUR DAM, TONK",RAJASTHAN,20,34,3.6,6.1,7.8,9.4,210,480,0.7,1.7,0.3,1.7,4,7,4,75
2945,"CHHAPI ,U/S OF CHHAPI DAM, JHALAWAR",RAJASTHAN,19,31,4.9,5.7,7.6,8.6,180,420,0.9,1.2,0.1,1.6,4,14,7,150
2946,"UJAD,U/S OF BHIM SAGAR DAM, JHALAWAR",RAJASTHAN,18,31,5.1,6.3,7.6,8.7,190,580,0.9,1.7,0.1,1.7,4,7,7,75
2401,AJAY AT MASANJORE DAM,JHARKHAND,27,27,8.5,8.5,6.5,6.5,340,340,2.9,2.9,0,0,,,,
3132,BAGMATI AT MUZAFFARPUR- SITAMARHI ROAD BRIDGE,BIHAR,16,35,7.2,8.8,6.9,8.2,242,1030,2,2.9,0,0,500,2600,1400,5000
3135,"BAGMATI AT DARBANGA, SAMASTIPUR ROAD BRIDGE",BIHAR,20,34,7.4,9.1,7.4,8.8,242,391,1.8,2.9,0,0,900,2600,3000,9000
3162,BAGMATI AT MUZAFFARPUR- SITAMARHI ROAD BRIDGE,BIHAR,24,35,,,7.2,7.6,927,1400,,,0,0,7,7,14,14
2734,BHALLA U/S KASHIPUR,UTTARAKHAND,18,32,5.2,8.2,7.1,7.6,230,374,3,4.6,0,0,,,,
2735,BHALLA AT LOHIA BRIDGE D/S KASHIPUR,UTTARAKHAND,23,32,0,0.8,6.8,7.6,450,760,38,76,0,0,,,,
2116,BIHAR D/S NEAR FOREST OFFICE,MADHYA PRADESH,18,33,6.2,7.6,7.4,7.6,322,789,1.5,2.2,0.7,1.9,6,33,33,280
3308,"CHAMBAL AT JAWNPAWA, FROM ORIGIN POINT, INDORE",MADHYA PRADESH,22,29,6.5,7.2,7.7,8.5,300,622,1.2,2,0.5,1.7,,,30,220
3129,DAHA AT MEERGANJ,BIHAR,15,30,6.5,9.6,7.5,8.2,278,503,2.4,2.8,0,0,800,3000,2200,7000
2378,DAMODAR D/S BHAIRABI AT RAJRAPPA,JHARKHAND,22,34,7,8.6,7.4,7.5,,,1.3,3.9,0,0,,,,
2380,DAMODAR AT RAMGARH ROAD BRIDGE,JHARKHAND,22,34,7.4,8,7.2,7.5,,,1.5,3.9,0,0,,,,
2732,DHELA U/S AT KASHIPUR MORADABAD ROAD BRIDGE,UTTARAKHAND,20,32,3.2,8.8,7.3,7.6,248,520,3.2,8.4,0,0,,,,
2733,DHELA D/S AT THAKURDWARA ALIGANJ ROAD,UTTARAKHAND,19,32,0,8.2,7.3,8.3,430,990,12,80,0,0,,,,
3124,GANDAK U/S ROAD BRIDGE MUZAFFARPUR (NH),BIHAR,17,33,7.5,8.8,7.2,8.4,251,670,1.7,2.9,0,0,200,2400,3000,9000
3125,GANDAK GOPALGANJ PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT),BIHAR,17,30,7,9.8,7.3,8.6,233,326,1.8,2.9,0,0,50,2300,1100,4300
3126,"U/S HARBORA  BEFORE  SUGAR MILL
NEAR ROAD BRIDGE NARKATIGANJ",BIHAR,16,30,7.2,8.6,7.1,8.3,223,477,1.8,2.8,0,0,300,2300,800,5000
2524,"KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT",WEST BENGAL,20,32,6,8.3,7.2,8.1,100,172,1.4,4.2,0.1,0.4,1400,22000,11000,90000
1611,JOHILA NEAR NAROJABAD NEAR UMARIA ROAD BRIDGE,MADHYA PRADESH,18,31,7.2,8.8,7.1,8.2,216,542,0.8,2.4,0.2,0.9,,,26,60
3133,"KAMALA AT JAYNAGAR,",BIHAR,20,29,7.5,10,7.7,8.5,298,478,2,2.9,0,0,700,5000,3000,16000
2110,"KHAN AT SAKKAR KHADI, INDORE",MADHYA PRADESH,22,29,3.4,5.4,7,8.2,904,1516,8,80,2.5,29,24,940,500,1600
2111,KHAN AT SANWER,MADHYA PRADESH,21,29,3.2,6.2,7.3,8.2,662,1240,4,26,4.9,11,3.5,130,300,1600
2729,KICHHA AT KICHHA U.S. NAGAR,UTTARAKHAND,20,32,3.2,5.2,7.3,7.8,510,786,12,28,0,0,,,,
1613,"KOLAR DAM WATER SUPPLY INTAKE WELL, DISTT. SEHORE,",MADHYA PRADESH,,,7.3,8.1,7.4,8.6,214,837,0.8,2.1,0,0.9,,,34,130
2388,KONAR AT TILAYA DAM,JHARKHAND,20,33,7,8.7,7.2,7.5,,,1.1,3.4,0,0,,,,
2389,KONAR AT KONAR DAM,JHARKHAND,21,33,7,8.6,6.8,7.5,,,1.3,3.6,0,0,,,,
3137,KOSHI AT BEERPUR,BIHAR,14,35,6.6,8.9,7.2,7.8,227,506,2.2,2.9,0,0,800,2600,2200,5000
2731,KOSI AT KASHIPUR BAJPUR ROAD BRIDGE,UTTARAKHAND,21,32,6.2,6.8,7.2,7.6,280,372,2.4,6.4,0,0,,,,
3315,"KSHIPRA AT GAUGHAT, UJJAIN",MADHYA PRADESH,22,31,6.5,8,7.4,8.4,493,1442,1.6,11,0.7,3.3,6,500,27,1600
3316,"KSHIPRA AT U/S OF MAHIDPUR CITY, UJJAIN",MADHYA PRADESH,26,27,6.8,7.8,7,8.9,600,1336,2,8,0.5,3.7,14,600,40,1600
3317,"KSHIPRA AT W/S INTAKE POINT OF DEWAS, UJJAIN",MADHYA PRADESH,21,28,5.9,7.8,7.4,8.7,330,982,1.5,4,0.2,2.7,3,30,110,280
1372,MANDAKINI AT CHITRAKUT,MADHYA PRADESH,17,36,5.9,9.6,7.5,8.3,4,4,1.1,5.8,0,0,,,540,4000
3311,"JAMUNI U/S BARIYAGHAT NEAR INTAKE POINT, TIKAMGARH",MADHYA PRADESH,21,34,6.9,8,7.8,8.4,129,492.6,0.6,1.6,0,0,,,0,29
3326,"SIMRAR AT KATNI NEAR ACC W/S INTAKE POINT, JABLAPUR",MADHYA PRADESH,17,28,6,8,7.2,8.3,244,710,1,3.9,0,1.7,2.0,14,0,43
3131,U/S MANUSMAR RIVER AT BAKHARI RIGA,BIHAR,15,32,7,8.6,7,8.6,246,473,2,2.9,0,0,500,2300,1300,5000
2379,NALKARI TRIBUTARY AT PATRATU,JHARKHAND,22,34,3,4.2,6.5,7.8,,,2.2,3.8,0,0,,,,
2736,"NANDAUR U/S SITARGANJ INDUSTRIAL AREA, US NAGAR",UTTARAKHAND,26,32,3.4,7.8,7.1,7.5,190,380,2.2,4.8,0,0,,,,
2737,"NANDAUR D/S SITARGANJ INDUSTRIAL AREA, US NAGAR",UTTARAKHAND,27,30,5.8,6.8,7.1,7.4,186,340,3,4,0,0,,,,
3319,"NEWAJ  W/S INTAKE POINT, SHUJALPUR, UJJAIN",MADHYA PRADESH,21,28,6,7.4,7.4,8.8,248,930,2,4,0.8,2.8,2,30,60,300
2730,PILKHAR AFTER BILASPUR RAMPUR,UTTARAKHAND,26,32,4.8,5.8,7.2,8.5,370,780,4,7.2,0,0,,,,
3119,POONPUN NEAR POONPUN RAIL BRIDGE,BIHAR,12,30,6.5,9.6,7,8.6,224,632,2.1,3.3,0,0,800,3000,2200,9000
3120,POONPUN NEAR KINZER ROAD BRIDGE,BIHAR,14,32,6.5,10,7.1,8.5,226,575,2,3,0,0,700,2200,1700,7000
3130,RAMREKHA  U/S HARINAGAR,BIHAR,16,32,6.9,8,7.1,7.9,275,466,2,2.8,0,0,700,2600,1300,4700
3134,"SIKRAHNA AT LAUREA, HARINAGAR ROAD BRIDGE",BIHAR,17,36,7,8.6,7.2,7.8,247,633,2,3,0,0,800,2700,2800,5000
3136,SIRSA D/S RAXAUL (KOERIA TOLA),BIHAR,16,36,2.8,6.3,7.2,7.8,261,772,2.3,20,0,0,2100,9000,4700,24000
3328,"TONS AT MADHAVGARH, NEAR PHED W/S INTAKE POINT, SATNA",MADHYA PRADESH,17,37,5.8,8.6,6.3,8.2,0.8,1.0,1.1,2.4,0,0,,,26,180
3329,"TONS AT CHAKGHAT NEAR W/S PUMPING STATION, REWA",MADHYA PRADESH,20,30,6.7,7.8,7.2,7.7,343,769,1.5,1.9,0.1,1.5,6,14,21,90
1143,TONS AT CHAKGHAT,MADHYA PRADESH,19,31,6,7.8,7.5,7.8,61,1396,1.5,2.5,0.7,2.8,6,33,33,300
